ID,Thuật toán,Tham số,Chi phí tốt nhất,Chi phí trung bình,Thời gian (s)
1,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=tournament, crossover_method=ordered, mutation_method=swap, local_search=True,982.63,1054.19,0.59
858,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=ordered, mutation_method=scramble, local_search=False,1001.89,1173.43,0.49
859,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=ordered, mutation_method=scramble, local_search=True,982.63,1201.79,0.64
860,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=ordered, mutation_method=scramble, local_search=True,1024.88,1195.62,0.80
861,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=ordered, mutation_method=scramble, local_search=True,982.63,1156.49,0.71
862,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=ordered, mutation_method=scramble, local_search=False,1024.88,1207.16,0.63
863,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=ordered, mutation_method=scramble, local_search=False,982.63,1208.79,0.68
864,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=ordered, mutation_method=scramble, local_search=False,1001.89,1161.11,0.52
865,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1121.48,0.86
866,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1061.87,1.01
867,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1097.46,0.57
868,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1003.87,1148.77,1.00
869,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,986.27,1095.03,0.59
870,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1045.04,1145.14,0.55
871,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1159.65,0.55
872,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1029.29,1109.79,0.96
873,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1128.81,0.78
874,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1001.19,1160.70,0.67
875,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1024.88,1133.60,0.76
876,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1103.10,1158.41,0.75
877,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1179.30,0.70
878,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1129.25,0.40
879,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,986.27,1140.71,0.56
880,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,986.27,1198.03,0.45
881,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1031.80,1184.52,0.78
882,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,999.18,1179.70,0.43
883,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1150.90,0.63
884,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1105.18,1.00
885,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1102.23,0.68
886,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1156.28,0.62
887,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1128.88,0.80
888,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,999.12,1091.09,0.93
889,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1029.29,1182.72,0.72
890,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1159.13,0.55
891,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1024.88,1151.39,0.86
892,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1143.97,0.63
893,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1000.79,1140.10,0.47
894,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1112.16,0.87
895,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,986.27,1143.48,0.59
896,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1182.05,0.80
897,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,991.17,1112.09,0.66
898,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1211.54,0.69
899,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1069.58,1141.60,0.77
900,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,986.27,1116.21,0.38
901,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1144.74,1.62
902,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,1031.80,1176.40,0.63
903,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1118.72,0.79
904,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1220.01,0.88
905,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1117.51,1.19
906,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,991.17,1157.66,0.74
907,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,999.12,1193.82,0.72
908,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1126.79,0.81
909,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1115.61,0.86
910,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,986.27,1170.45,1.16
911,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1186.18,0.89
912,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1031.80,1158.02,0.51
913,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1141.93,0.87
914,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1148.06,0.79
915,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=True,982.63,1129.07,0.85
916,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1196.69,0.38
917,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,982.63,1205.59,0.74
918,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=swap, local_search=False,1031.80,1175.90,0.54
919,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1096.96,0.71
920,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,1045.16,1172.83,0.55
921,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,1061.39,1160.60,0.49
922,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,999.18,1108.20,0.39
923,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,1024.88,1171.97,0.58
924,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,1025.32,1142.24,0.46
925,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1159.57,0.51
926,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,1031.80,1129.62,0.61
927,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,1037.87,1141.41,0.44
928,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,982.63,1110.43,0.72
929,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,1106.36,1199.33,0.43
930,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,991.17,1121.31,0.52
931,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1192.72,0.82
932,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1136.78,0.57
933,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,1039.24,1195.45,0.52
934,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,982.63,1188.85,0.76
935,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,999.12,1155.92,0.48
936,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,1001.89,1158.46,0.55
937,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,1024.88,1181.60,1.15
938,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1073.04,0.87
939,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1158.31,0.58
940,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,982.63,1081.80,0.75
941,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,982.63,1162.44,0.64
942,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,1031.80,1157.43,0.49
943,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,986.27,1110.29,0.89
944,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,1030.83,1150.89,0.67
945,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,986.27,1121.48,0.61
946,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,982.63,1293.60,0.49
947,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,982.63,1138.80,0.65
948,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,986.27,1080.12,0.69
949,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1161.57,0.62
950,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1173.36,0.55
951,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1163.20,0.64
952,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,982.63,1182.16,0.63
953,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,982.63,1149.24,0.44
954,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,982.63,1098.10,0.64
955,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1162.54,0.93
956,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,986.27,1140.32,0.93
957,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1149.02,0.96
958,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,982.63,1123.75,0.98
959,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,982.63,1126.82,0.86
960,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,1000.79,1181.22,0.45
961,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1187.44,0.64
962,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,1024.88,1166.02,1.25
963,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,1032.52,1222.66,0.49
964,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,982.63,1238.10,0.66
965,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,986.27,1147.84,0.94
966,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,982.63,1100.06,0.80
967,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1240.36,0.54
968,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,982.63,1120.25,0.75
969,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=True,986.27,1152.21,0.87
970,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,982.63,1192.23,0.91
971,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,982.63,1147.42,1.63
972,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=insert, local_search=False,1031.80,1227.13,0.43
973,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,986.27,1144.50,0.56
974,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,1041.89,1140.30,0.42
975,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,982.63,1115.76,0.72
976,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,1031.80,1165.78,0.71
977,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,982.63,1120.83,0.46
978,GA,mutation_rate=0.05, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,1001.89,1128.20,0.49
979,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,1031.80,1235.37,0.54
980,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,1039.24,1152.98,0.54
981,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,982.63,1072.14,0.59
982,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,982.63,1186.06,0.68
983,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,1057.65,1183.85,0.90
984,GA,mutation_rate=0.05, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,982.63,1174.98,0.45
985,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,982.63,1160.22,0.46
986,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,991.17,1129.92,0.88
987,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,1024.88,1133.86,0.46
988,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,982.63,1124.12,0.61
989,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,982.63,1139.50,0.85
990,GA,mutation_rate=0.05, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,1003.87,1156.81,0.71
991,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,1001.89,1177.42,0.65
992,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,982.63,1122.36,0.52
993,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,982.63,1120.36,0.62
994,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,1024.88,1206.39,0.54
995,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,982.63,1088.85,1.78
996,GA,mutation_rate=0.1, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,986.27,1123.82,0.95
997,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,982.63,1183.45,0.96
998,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,982.63,1125.76,0.90
999,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,982.63,1112.04,0.91
1000,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,996.95,1193.26,0.63
1001,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,1037.87,1161.49,0.92
1002,GA,mutation_rate=0.1, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,982.63,1085.39,0.64
1003,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,982.63,1200.65,0.70
1004,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,1024.88,1165.91,0.43
1005,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,982.63,1114.51,0.62
1006,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,986.27,1161.32,0.67
1007,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,982.63,1195.51,0.59
1008,GA,mutation_rate=0.1, crossover_rate=0.9, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,982.63,1127.24,0.51
1009,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,982.63,1155.57,0.73
1010,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,982.63,1099.14,1.26
1011,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,986.27,1159.80,0.91
1012,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,982.63,1190.17,0.76
1013,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,982.63,1125.07,1.46
1014,GA,mutation_rate=0.2, crossover_rate=0.7, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,996.95,1130.54,0.90
1015,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,982.63,1143.36,1.24
1016,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,982.63,1105.14,1.74
1017,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,982.63,1148.03,0.62
1018,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,982.63,1239.19,0.74
1019,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,982.63,1125.73,1.11
1020,GA,mutation_rate=0.2, crossover_rate=0.8, elitism=5, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=False,982.63,1157.83,0.74
1021,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=1, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,982.63,1155.46,0.80
1022,GA,mutation_rate=0.2, crossover_rate=0.9, elitism=3, selection_method=roulette, crossover_method=partially_mapped, mutation_method=inversion, local_search=True,982.63,1183.53,1.02
